k,statistic,draw,value
4,mean,387,0.002777777777777778
4,mean,388,0.011111111111111112
4,mean,389,0.005555555555555556
4,mean,390,0.011111111111111112
4,mean,391,0.013888888888888888
4,mean,392,0.011111111111111112
4,mean,393,0.022222222222222223
4,mean,394,0.013888888888888888
4,mean,395,0.019444444444444445
4,mean,396,0.011111111111111112
4,mean,397,0.005555555555555556
4,mean,398,0.008333333333333333
4,mean,399,0.011111111111111112
4,mean,400,0.03611111111111111
4,mean,401,0.030555555555555555
4,mean,402,0.013888888888888888
4,mean,403,0.013888888888888888
4,mean,404,0.005555555555555556
4,mean,405,0.022222222222222223
4,mean,406,0.016666666666666666
4,mean,407,0.025
4,mean,408,0.025
4,mean,409,0.03333333333333333
4,mean,410,0.027777777777777776
4,mean,411,0.027777777777777776
4,mean,412,0.011111111111111112
4,mean,413,0.019444444444444445
4,mean,414,0.025
4,mean,415,0.022222222222222223
4,mean,416,0.005555555555555556
4,mean,417,0.013888888888888888
4,mean,418,0.027777777777777776
4,mean,419,0.019444444444444445
4,mean,420,0.002777777777777778
4,mean,421,0.019444444444444445
4,mean,422,0.016666666666666666
4,mean,423,0.019444444444444445
4,mean,424,0.03611111111111111
4,mean,425,0.011111111111111112
4,mean,426,0.011111111111111112
4,mean,427,0.030555555555555555
4,mean,428,0.016666666666666666
4,mean,429,0.008333333333333333
4,mean,430,0.011111111111111112
4,mean,431,0.022222222222222223
4,mean,432,0.019444444444444445
4,mean,433,0.005555555555555556
4,mean,434,0.011111111111111112
4,mean,435,0.027777777777777776
4,mean,436,0.03333333333333333
4,mean,437,0.022222222222222223
4,mean,438,0.019444444444444445
4,mean,439,0.013888888888888888
4,mean,440,0.022222222222222223
4,mean,441,0.030555555555555555
4,mean,442,0.011111111111111112
4,mean,443,0.011111111111111112
4,mean,444,0.016666666666666666
4,mean,445,0.027777777777777776
4,mean,446,0.019444444444444445
4,mean,447,0.0
4,mean,448,0.030555555555555555
4,mean,449,0.019444444444444445
4,mean,450,0.013888888888888888
4,mean,451,0.016666666666666666
4,mean,452,0.030555555555555555
4,mean,453,0.016666666666666666
4,mean,454,0.030555555555555555
4,mean,455,0.011111111111111112
4,mean,456,0.005555555555555556
4,mean,457,0.027777777777777776
4,mean,458,0.011111111111111112
4,mean,459,0.027777777777777776
4,mean,460,0.027777777777777776
4,mean,461,0.016666666666666666
4,mean,462,0.005555555555555556
4,mean,463,0.019444444444444445
4,mean,464,0.022222222222222223
4,mean,465,0.019444444444444445
4,mean,466,0.016666666666666666
4,mean,467,0.005555555555555556
4,mean,468,0.005555555555555556
4,mean,469,0.025
4,mean,470,0.002777777777777778
4,mean,471,0.016666666666666666
4,mean,472,0.008333333333333333
4,mean,473,0.016666666666666666
4,mean,474,0.019444444444444445
4,mean,475,0.011111111111111112
4,mean,476,0.013888888888888888
4,mean,477,0.022222222222222223
4,mean,478,0.008333333333333333
4,mean,479,0.005555555555555556
4,mean,480,0.027777777777777776
4,mean,481,0.044444444444444446
4,mean,482,0.016666666666666666
4,mean,483,0.016666666666666666
4,mean,484,0.022222222222222223
4,mean,485,0.016666666666666666
4,mean,486,0.019444444444444445
4,mean,487,0.030555555555555555
4,mean,488,0.013888888888888888
4,mean,489,0.013888888888888888
4,mean,490,0.019444444444444445
4,mean,491,0.011111111111111112
4,mean,492,0.025
4,mean,493,0.022222222222222223
4,mean,494,0.022222222222222223
4,mean,495,0.030555555555555555
4,mean,496,0.013888888888888888
4,mean,497,0.022222222222222223
4,mean,498,0.005555555555555556
4,mean,499,0.022222222222222223
4,mean,500,0.011111111111111112
4,mean,501,0.022222222222222223
4,mean,502,0.013888888888888888
4,mean,503,0.005555555555555556
4,mean,504,0.019444444444444445
4,mean,505,0.013888888888888888
4,mean,506,0.025
4,mean,507,0.027777777777777776
4,mean,508,0.016666666666666666
4,mean,509,0.013888888888888888
4,mean,510,0.008333333333333333
4,mean,511,0.022222222222222223
4,mean,512,0.016666666666666666
4,mean,513,0.016666666666666666
4,mean,514,0.011111111111111112
4,mean,515,0.008333333333333333
4,mean,516,0.041666666666666664
4,mean,517,0.013888888888888888
4,mean,518,0.008333333333333333
4,mean,519,0.002777777777777778
4,mean,520,0.019444444444444445
4,mean,521,0.022222222222222223
4,mean,522,0.011111111111111112
4,mean,523,0.008333333333333333
4,mean,524,0.013888888888888888
4,mean,525,0.022222222222222223
4,mean,526,0.011111111111111112
4,mean,527,0.022222222222222223
4,mean,528,0.008333333333333333
4,mean,529,0.008333333333333333
4,mean,530,0.022222222222222223
4,mean,531,0.005555555555555556
4,mean,532,0.011111111111111112
4,mean,533,0.022222222222222223
4,mean,534,0.016666666666666666
4,mean,535,0.011111111111111112
4,mean,536,0.011111111111111112
4,mean,537,0.016666666666666666
4,mean,538,0.016666666666666666
4,mean,539,0.016666666666666666
4,mean,540,0.016666666666666666
4,mean,541,0.022222222222222223
4,mean,542,0.005555555555555556
4,mean,543,0.019444444444444445
4,mean,544,0.027777777777777776
4,mean,545,0.019444444444444445
4,mean,546,0.019444444444444445
4,mean,547,0.016666666666666666
4,mean,548,0.013888888888888888
4,mean,549,0.027777777777777776
4,mean,550,0.016666666666666666
4,mean,551,0.022222222222222223
4,mean,552,0.011111111111111112
4,mean,553,0.013888888888888888
4,mean,554,0.019444444444444445
4,mean,555,0.022222222222222223
4,mean,556,0.027777777777777776
4,mean,557,0.016666666666666666
4,mean,558,0.011111111111111112
4,mean,559,0.025
4,mean,560,0.005555555555555556
4,mean,561,0.011111111111111112
4,mean,562,0.013888888888888888
4,mean,563,0.013888888888888888
4,mean,564,0.016666666666666666
4,mean,565,0.022222222222222223
4,mean,566,0.025
4,mean,567,0.005555555555555556
4,mean,568,0.016666666666666666
4,mean,569,0.022222222222222223
4,mean,570,0.030555555555555555
4,mean,571,0.025
4,mean,572,0.03333333333333333
4,mean,573,0.022222222222222223
4,mean,574,0.011111111111111112
4,mean,575,0.022222222222222223
4,mean,576,0.011111111111111112
4,mean,577,0.008333333333333333
4,mean,578,0.013888888888888888
4,mean,579,0.013888888888888888
4,mean,580,0.011111111111111112
4,mean,581,0.030555555555555555
4,mean,582,0.013888888888888888
4,mean,583,0.019444444444444445
4,mean,584,0.03333333333333333
4,mean,585,0.011111111111111112
4,mean,586,0.011111111111111112
4,mean,587,0.008333333333333333
4,mean,588,0.013888888888888888
4,mean,589,0.013888888888888888
4,mean,590,0.008333333333333333
4,mean,591,0.027777777777777776
4,mean,592,0.008333333333333333
4,mean,593,0.013888888888888888
4,mean,594,0.03333333333333333
4,mean,595,0.03611111111111111
4,mean,596,0.011111111111111112
4,mean,597,0.022222222222222223
4,mean,598,0.011111111111111112
4,mean,599,0.011111111111111112
4,mean,600,0.008333333333333333
4,mean,601,0.013888888888888888
4,mean,602,0.005555555555555556
4,mean,603,0.013888888888888888
4,mean,604,0.011111111111111112
4,mean,605,0.011111111111111112
4,mean,606,0.04722222222222222
4,mean,607,0.005555555555555556
4,mean,608,0.019444444444444445
4,mean,609,0.016666666666666666
4,mean,610,0.011111111111111112
4,mean,611,0.019444444444444445
4,mean,612,0.03611111111111111
4,mean,613,0.019444444444444445
4,mean,614,0.011111111111111112
4,mean,615,0.022222222222222223
4,mean,616,0.019444444444444445
4,mean,617,0.016666666666666666
4,mean,618,0.019444444444444445
4,mean,619,0.027777777777777776
4,mean,620,0.022222222222222223
4,mean,621,0.016666666666666666
4,mean,622,0.005555555555555556
4,mean,623,0.025
4,mean,624,0.013888888888888888
4,mean,625,0.030555555555555555
4,mean,626,0.005555555555555556
4,mean,627,0.016666666666666666
4,mean,628,0.005555555555555556
4,mean,629,0.019444444444444445
4,mean,630,0.013888888888888888
4,mean,631,0.027777777777777776
4,mean,632,0.022222222222222223
4,mean,633,0.008333333333333333
4,mean,634,0.03333333333333333
4,mean,635,0.027777777777777776
4,mean,636,0.019444444444444445
4,mean,637,0.016666666666666666
4,mean,638,0.0
4,mean,639,0.005555555555555556
4,mean,640,0.013888888888888888
4,mean,641,0.008333333333333333
4,mean,642,0.002777777777777778
4,mean,643,0.03333333333333333
4,mean,644,0.022222222222222223
4,mean,645,0.016666666666666666
4,mean,646,0.011111111111111112
4,mean,647,0.016666666666666666
4,mean,648,0.019444444444444445
4,mean,649,0.013888888888888888
4,mean,650,0.022222222222222223
4,mean,651,0.03611111111111111
4,mean,652,0.019444444444444445
4,mean,653,0.011111111111111112
4,mean,654,0.008333333333333333
4,mean,655,0.005555555555555556
4,mean,656,0.016666666666666666
4,mean,657,0.013888888888888888
4,mean,658,0.011111111111111112
4,mean,659,0.022222222222222223
4,mean,660,0.027777777777777776
4,mean,661,0.0
4,mean,662,0.041666666666666664
4,mean,663,0.019444444444444445
4,mean,664,0.022222222222222223
4,mean,665,0.011111111111111112
4,mean,666,0.013888888888888888
4,mean,667,0.008333333333333333
4,mean,668,0.005555555555555556
4,mean,669,0.019444444444444445
4,mean,670,0.019444444444444445
4,mean,671,0.005555555555555556
4,mean,672,0.030555555555555555
4,mean,673,0.030555555555555555
4,mean,674,0.022222222222222223
4,mean,675,0.005555555555555556
4,mean,676,0.022222222222222223
4,mean,677,0.019444444444444445
4,mean,678,0.013888888888888888
4,mean,679,0.013888888888888888
4,mean,680,0.011111111111111112
4,mean,681,0.002777777777777778
4,mean,682,0.008333333333333333
4,mean,683,0.019444444444444445
4,mean,684,0.008333333333333333
4,mean,685,0.022222222222222223
4,mean,686,0.030555555555555555
4,mean,687,0.011111111111111112
4,mean,688,0.002777777777777778
4,mean,689,0.002777777777777778
4,mean,690,0.025
4,mean,691,0.025
4,mean,692,0.022222222222222223
4,mean,693,0.016666666666666666
4,mean,694,0.016666666666666666
4,mean,695,0.011111111111111112
4,mean,696,0.016666666666666666
4,mean,697,0.011111111111111112
4,mean,698,0.03611111111111111
4,mean,699,0.025
4,mean,700,0.019444444444444445
4,mean,701,0.016666666666666666
4,mean,702,0.03333333333333333
4,mean,703,0.013888888888888888
4,mean,704,0.019444444444444445
4,mean,705,0.027777777777777776
4,mean,706,0.022222222222222223
4,mean,707,0.027777777777777776
4,mean,708,0.025
4,mean,709,0.03611111111111111
4,mean,710,0.022222222222222223
4,mean,711,0.025
4,mean,712,0.030555555555555555
4,mean,713,0.025
4,mean,714,0.011111111111111112
4,mean,715,0.019444444444444445
4,mean,716,0.025
4,mean,717,0.008333333333333333
4,mean,718,0.019444444444444445
4,mean,719,0.027777777777777776
4,mean,720,0.016666666666666666
4,mean,721,0.022222222222222223
4,mean,722,0.019444444444444445
4,mean,723,0.011111111111111112
4,mean,724,0.011111111111111112
4,mean,725,0.011111111111111112
4,mean,726,0.019444444444444445
4,mean,727,0.005555555555555556
4,mean,728,0.005555555555555556
4,mean,729,0.025
4,mean,730,0.019444444444444445
4,mean,731,0.025
4,mean,732,0.013888888888888888
4,mean,733,0.041666666666666664
4,mean,734,0.025
4,mean,735,0.013888888888888888
4,mean,736,0.002777777777777778
4,mean,737,0.019444444444444445
4,mean,738,0.013888888888888888
4,mean,739,0.013888888888888888
4,mean,740,0.013888888888888888
4,mean,741,0.011111111111111112
4,mean,742,0.03611111111111111
4,mean,743,0.011111111111111112
4,mean,744,0.011111111111111112
4,mean,745,0.019444444444444445
4,mean,746,0.011111111111111112
4,mean,747,0.016666666666666666
4,mean,748,0.025
4,mean,749,0.016666666666666666
4,mean,750,0.019444444444444445
4,mean,751,0.011111111111111112
4,mean,752,0.019444444444444445
4,mean,753,0.022222222222222223
4,mean,754,0.002777777777777778
4,mean,755,0.025
4,mean,756,0.027777777777777776
4,mean,757,0.013888888888888888
4,mean,758,0.011111111111111112
4,mean,759,0.025
4,mean,760,0.011111111111111112
4,mean,761,0.005555555555555556
4,mean,762,0.016666666666666666
4,mean,763,0.008333333333333333
4,mean,764,0.025
4,mean,765,0.011111111111111112
4,mean,766,0.008333333333333333
4,mean,767,0.011111111111111112
4,mean,768,0.019444444444444445
4,mean,769,0.019444444444444445
4,mean,770,0.019444444444444445
4,mean,771,0.002777777777777778
4,mean,772,0.008333333333333333
4,mean,773,0.002777777777777778
4,mean,774,0.013888888888888888
4,mean,775,0.016666666666666666
4,mean,776,0.002777777777777778
4,mean,777,0.025
4,mean,778,0.03888888888888889
4,mean,779,0.011111111111111112
4,mean,780,0.005555555555555556
4,mean,781,0.016666666666666666
4,mean,782,0.04722222222222222
4,mean,783,0.011111111111111112
4,mean,784,0.002777777777777778
4,mean,785,0.027777777777777776
4,mean,786,0.022222222222222223
4,mean,787,0.008333333333333333
4,mean,788,0.019444444444444445
4,mean,789,0.005555555555555556
4,mean,790,0.016666666666666666
4,mean,791,0.008333333333333333
4,mean,792,0.022222222222222223
4,mean,793,0.027777777777777776
4,mean,794,0.016666666666666666
4,mean,795,0.030555555555555555
4,mean,796,0.011111111111111112
4,mean,797,0.011111111111111112
4,mean,798,0.025
4,mean,799,0.019444444444444445
4,mean,800,0.013888888888888888
4,mean,801,0.03888888888888889
4,mean,802,0.022222222222222223
4,mean,803,0.025
4,mean,804,0.008333333333333333
4,mean,805,0.016666666666666666
4,mean,806,0.016666666666666666
4,mean,807,0.03611111111111111
4,mean,808,0.011111111111111112
4,mean,809,0.011111111111111112
4,mean,810,0.013888888888888888
4,mean,811,0.022222222222222223
4,mean,812,0.005555555555555556
4,mean,813,0.019444444444444445
4,mean,814,0.008333333333333333
4,mean,815,0.03333333333333333
4,mean,816,0.022222222222222223
4,mean,817,0.005555555555555556
4,mean,818,0.03333333333333333
4,mean,819,0.027777777777777776
4,mean,820,0.002777777777777778
4,mean,821,0.011111111111111112
4,mean,822,0.025
4,mean,823,0.022222222222222223
4,mean,824,0.022222222222222223
4,mean,825,0.022222222222222223
4,mean,826,0.005555555555555556
4,mean,827,0.019444444444444445
4,mean,828,0.005555555555555556
4,mean,829,0.016666666666666666
4,mean,830,0.022222222222222223
4,mean,831,0.019444444444444445
4,mean,832,0.019444444444444445
4,mean,833,0.016666666666666666
4,mean,834,0.011111111111111112
4,mean,835,0.025
4,mean,836,0.008333333333333333
4,mean,837,0.044444444444444446
4,mean,838,0.016666666666666666
4,mean,839,0.011111111111111112
4,mean,840,0.013888888888888888
4,mean,841,0.008333333333333333
4,mean,842,0.019444444444444445
4,mean,843,0.005555555555555556
4,mean,844,0.022222222222222223
4,mean,845,0.008333333333333333
4,mean,846,0.013888888888888888
4,mean,847,0.011111111111111112
4,mean,848,0.011111111111111112
4,mean,849,0.008333333333333333
4,mean,850,0.030555555555555555
4,mean,851,0.002777777777777778
4,mean,852,0.013888888888888888
4,mean,853,0.013888888888888888
4,mean,854,0.027777777777777776
4,mean,855,0.041666666666666664
4,mean,856,0.011111111111111112
4,mean,857,0.025
4,mean,858,0.016666666666666666
4,mean,859,0.011111111111111112
4,mean,860,0.022222222222222223
4,mean,861,0.011111111111111112
4,mean,862,0.030555555555555555
4,mean,863,0.011111111111111112
4,mean,864,0.016666666666666666
4,mean,865,0.022222222222222223
4,mean,866,0.025
4,mean,867,0.011111111111111112
4,mean,868,0.030555555555555555
4,mean,869,0.022222222222222223
4,mean,870,0.025
4,mean,871,0.022222222222222223
4,mean,872,0.027777777777777776
4,mean,873,0.027777777777777776
4,mean,874,0.013888888888888888
4,mean,875,0.030555555555555555
4,mean,876,0.030555555555555555
4,mean,877,0.022222222222222223
4,mean,878,0.027777777777777776
4,mean,879,0.027777777777777776
4,mean,880,0.005555555555555556
4,mean,881,0.013888888888888888
4,mean,882,0.027777777777777776
4,mean,883,0.016666666666666666
4,mean,884,0.022222222222222223
4,mean,885,0.013888888888888888
4,mean,886,0.008333333333333333
4,mean,887,0.022222222222222223
4,mean,888,0.019444444444444445
4,mean,889,0.03888888888888889
4,mean,890,0.022222222222222223
4,mean,891,0.013888888888888888
4,mean,892,0.011111111111111112
4,mean,893,0.013888888888888888
4,mean,894,0.005555555555555556
4,mean,895,0.013888888888888888
4,mean,896,0.008333333333333333
4,mean,897,0.016666666666666666
4,mean,898,0.016666666666666666
4,mean,899,0.022222222222222223
4,mean,900,0.022222222222222223
4,mean,901,0.013888888888888888
4,mean,902,0.016666666666666666
4,mean,903,0.019444444444444445
4,mean,904,0.027777777777777776
4,mean,905,0.011111111111111112
4,mean,906,0.011111111111111112
4,mean,907,0.011111111111111112
4,mean,908,0.019444444444444445
4,mean,909,0.027777777777777776
4,mean,910,0.027777777777777776
4,mean,911,0.025
4,mean,912,0.013888888888888888
4,mean,913,0.025
4,mean,914,0.005555555555555556
4,mean,915,0.005555555555555556
4,mean,916,0.027777777777777776
4,mean,917,0.008333333333333333
4,mean,918,0.025
4,mean,919,0.016666666666666666
4,mean,920,0.022222222222222223
4,mean,921,0.025
4,mean,922,0.008333333333333333
4,mean,923,0.019444444444444445
4,mean,924,0.019444444444444445
4,mean,925,0.03333333333333333
4,mean,926,0.025
4,mean,927,0.022222222222222223
4,mean,928,0.011111111111111112
4,mean,929,0.011111111111111112
4,mean,930,0.022222222222222223
4,mean,931,0.022222222222222223
4,mean,932,0.011111111111111112
4,mean,933,0.013888888888888888
4,mean,934,0.027777777777777776
4,mean,935,0.03888888888888889
4,mean,936,0.022222222222222223
4,mean,937,0.025
4,mean,938,0.016666666666666666
4,mean,939,0.005555555555555556
4,mean,940,0.013888888888888888
4,mean,941,0.005555555555555556
4,mean,942,0.016666666666666666
4,mean,943,0.025
4,mean,944,0.022222222222222223
4,mean,945,0.013888888888888888
4,mean,946,0.019444444444444445
4,mean,947,0.030555555555555555
4,mean,948,0.03333333333333333
4,mean,949,0.002777777777777778
4,mean,950,0.03611111111111111
4,mean,951,0.013888888888888888
4,mean,952,0.025
4,mean,953,0.016666666666666666
4,mean,954,0.019444444444444445
4,mean,955,0.013888888888888888
4,mean,956,0.008333333333333333
4,mean,957,0.027777777777777776
4,mean,958,0.019444444444444445
4,mean,959,0.005555555555555556
4,mean,960,0.022222222222222223
4,mean,961,0.011111111111111112
4,mean,962,0.013888888888888888
4,mean,963,0.019444444444444445
4,mean,964,0.019444444444444445
4,mean,965,0.022222222222222223
4,mean,966,0.011111111111111112
4,mean,967,0.019444444444444445
4,mean,968,0.013888888888888888
4,mean,969,0.022222222222222223
4,mean,970,0.008333333333333333
4,mean,971,0.008333333333333333
4,mean,972,0.027777777777777776
4,mean,973,0.011111111111111112
4,mean,974,0.019444444444444445
4,mean,975,0.011111111111111112
4,mean,976,0.019444444444444445
4,mean,977,0.011111111111111112
4,mean,978,0.027777777777777776
4,mean,979,0.027777777777777776
4,mean,980,0.016666666666666666
4,mean,981,0.008333333333333333
4,mean,982,0.019444444444444445
4,mean,983,0.022222222222222223
4,mean,984,0.011111111111111112
4,mean,985,0.022222222222222223
4,mean,986,0.025
4,mean,987,0.011111111111111112
4,mean,988,0.016666666666666666
4,mean,989,0.013888888888888888
4,mean,990,0.008333333333333333
4,mean,991,0.019444444444444445
4,mean,992,0.008333333333333333
4,mean,993,0.008333333333333333
4,mean,994,0.013888888888888888
4,mean,995,0.022222222222222223
4,mean,996,0.016666666666666666
4,mean,997,0.002777777777777778
4,mean,998,0.016666666666666666
4,mean,999,0.011111111111111112
4,mean,1000,0.025
4,mean,1001,0.016666666666666666
4,mean,1002,0.019444444444444445
4,mean,1003,0.027777777777777776
4,mean,1004,0.05
4,mean,1005,0.019444444444444445
4,mean,1006,0.013888888888888888
4,mean,1007,0.019444444444444445
4,mean,1008,0.019444444444444445
4,mean,1009,0.022222222222222223
4,mean,1010,0.022222222222222223
4,mean,1011,0.011111111111111112
4,mean,1012,0.022222222222222223
4,mean,1013,0.016666666666666666
4,mean,1014,0.013888888888888888
4,mean,1015,0.013888888888888888
4,mean,1016,0.025
4,mean,1017,0.019444444444444445
4,mean,1018,0.019444444444444445
4,mean,1019,0.013888888888888888
4,mean,1020,0.013888888888888888
4,mean,1021,0.005555555555555556
4,mean,1022,0.016666666666666666
4,mean,1023,0.016666666666666666
4,mean,1024,0.03611111111111111
4,mean,1025,0.005555555555555556
4,mean,1026,0.008333333333333333
4,mean,1027,0.011111111111111112
4,mean,1028,0.008333333333333333
4,mean,1029,0.022222222222222223
4,mean,1030,0.022222222222222223
4,mean,1031,0.013888888888888888
4,mean,1032,0.019444444444444445
4,mean,1033,0.011111111111111112
4,mean,1034,0.008333333333333333
4,mean,1035,0.013888888888888888
4,mean,1036,0.005555555555555556
4,mean,1037,0.027777777777777776
4,mean,1038,0.016666666666666666
4,mean,1039,0.03888888888888889
4,mean,1040,0.013888888888888888
4,mean,1041,0.022222222222222223
4,mean,1042,0.008333333333333333
4,mean,1043,0.019444444444444445
4,mean,1044,0.016666666666666666
4,mean,1045,0.002777777777777778
4,mean,1046,0.016666666666666666
4,mean,1047,0.002777777777777778
4,mean,1048,0.002777777777777778
4,mean,1049,0.011111111111111112
4,mean,1050,0.022222222222222223
4,mean,1051,0.013888888888888888
4,mean,1052,0.025
4,mean,1053,0.016666666666666666
4,mean,1054,0.016666666666666666
4,mean,1055,0.005555555555555556
4,mean,1056,0.022222222222222223
4,mean,1057,0.027777777777777776
4,mean,1058,0.013888888888888888
4,mean,1059,0.022222222222222223
4,mean,1060,0.019444444444444445
4,mean,1061,0.027777777777777776
4,mean,1062,0.016666666666666666
4,mean,1063,0.013888888888888888
4,mean,1064,0.025
4,mean,1065,0.016666666666666666
4,mean,1066,0.016666666666666666
4,mean,1067,0.016666666666666666
4,mean,1068,0.019444444444444445
4,mean,1069,0.030555555555555555
4,mean,1070,0.022222222222222223
4,mean,1071,0.025
4,mean,1072,0.022222222222222223
4,mean,1073,0.044444444444444446
4,mean,1074,0.022222222222222223
4,mean,1075,0.019444444444444445
4,mean,1076,0.019444444444444445
4,mean,1077,0.013888888888888888
4,mean,1078,0.008333333333333333
4,mean,1079,0.008333333333333333
4,mean,1080,0.011111111111111112
4,mean,1081,0.011111111111111112
4,mean,1082,0.013888888888888888
4,mean,1083,0.025
4,mean,1084,0.022222222222222223
4,mean,1085,0.027777777777777776
4,mean,1086,0.008333333333333333
4,mean,1087,0.013888888888888888
4,mean,1088,0.011111111111111112
4,mean,1089,0.013888888888888888
4,mean,1090,0.016666666666666666
4,mean,1091,0.008333333333333333
4,mean,1092,0.008333333333333333
4,mean,1093,0.022222222222222223
4,mean,1094,0.008333333333333333
4,mean,1095,0.022222222222222223
4,mean,1096,0.019444444444444445
4,mean,1097,0.027777777777777776
4,mean,1098,0.019444444444444445
4,mean,1099,0.025
4,mean,1100,0.013888888888888888
4,mean,1101,0.025
4,mean,1102,0.008333333333333333
4,mean,1103,0.025
4,mean,1104,0.013888888888888888
4,mean,1105,0.016666666666666666
4,mean,1106,0.03611111111111111
4,mean,1107,0.002777777777777778
4,mean,1108,0.013888888888888888
4,mean,1109,0.022222222222222223
4,mean,1110,0.002777777777777778
4,mean,1111,0.022222222222222223
4,mean,1112,0.022222222222222223
4,mean,1113,0.03333333333333333
4,mean,1114,0.011111111111111112
4,mean,1115,0.022222222222222223
4,mean,1116,0.027777777777777776
4,mean,1117,0.016666666666666666
4,mean,1118,0.030555555555555555
4,mean,1119,0.019444444444444445
4,mean,1120,0.03333333333333333
4,mean,1121,0.011111111111111112
4,mean,1122,0.011111111111111112
4,mean,1123,0.03333333333333333
4,mean,1124,0.013888888888888888
4,mean,1125,0.013888888888888888
4,mean,1126,0.005555555555555556
4,mean,1127,0.027777777777777776
4,mean,1128,0.027777777777777776
4,mean,1129,0.019444444444444445
4,mean,1130,0.019444444444444445
4,mean,1131,0.008333333333333333
4,mean,1132,0.027777777777777776
4,mean,1133,0.019444444444444445
4,mean,1134,0.016666666666666666
4,mean,1135,0.016666666666666666
4,mean,1136,0.022222222222222223
4,mean,1137,0.016666666666666666
4,mean,1138,0.016666666666666666
4,mean,1139,0.03611111111111111
4,mean,1140,0.008333333333333333
4,mean,1141,0.022222222222222223
4,mean,1142,0.008333333333333333
4,mean,1143,0.011111111111111112
4,mean,1144,0.019444444444444445
4,mean,1145,0.011111111111111112
4,mean,1146,0.019444444444444445
4,mean,1147,0.022222222222222223
4,mean,1148,0.016666666666666666
4,mean,1149,0.016666666666666666
4,mean,1150,0.027777777777777776
4,mean,1151,0.027777777777777776
4,mean,1152,0.011111111111111112
4,mean,1153,0.019444444444444445
4,mean,1154,0.016666666666666666
4,mean,1155,0.013888888888888888
4,mean,1156,0.002777777777777778
4,mean,1157,0.005555555555555556
4,mean,1158,0.016666666666666666
4,mean,1159,0.011111111111111112
4,mean,1160,0.022222222222222223
4,mean,1161,0.05
4,mean,1162,0.013888888888888888
4,mean,1163,0.002777777777777778
4,mean,1164,0.022222222222222223
4,mean,1165,0.025
4,mean,1166,0.019444444444444445
4,mean,1167,0.022222222222222223
4,mean,1168,0.016666666666666666
4,mean,1169,0.025
4,mean,1170,0.03611111111111111
4,mean,1171,0.027777777777777776
4,mean,1172,0.005555555555555556
4,mean,1173,0.019444444444444445
4,mean,1174,0.011111111111111112
4,mean,1175,0.022222222222222223
4,mean,1176,0.013888888888888888
4,mean,1177,0.005555555555555556
4,mean,1178,0.027777777777777776
4,mean,1179,0.008333333333333333
4,mean,1180,0.016666666666666666
4,mean,1181,0.019444444444444445
4,mean,1182,0.011111111111111112
4,mean,1183,0.027777777777777776
4,mean,1184,0.03333333333333333
4,mean,1185,0.025
4,mean,1186,0.011111111111111112
4,mean,1187,0.019444444444444445
4,mean,1188,0.019444444444444445
4,mean,1189,0.013888888888888888
4,mean,1190,0.019444444444444445
4,mean,1191,0.011111111111111112
4,mean,1192,0.022222222222222223
4,mean,1193,0.041666666666666664
4,mean,1194,0.008333333333333333
4,mean,1195,0.022222222222222223
4,mean,1196,0.019444444444444445
4,mean,1197,0.022222222222222223
4,mean,1198,0.011111111111111112
4,mean,1199,0.013888888888888888
4,mean,1200,0.019444444444444445
4,mean,1201,0.022222222222222223
4,mean,1202,0.025
4,mean,1203,0.008333333333333333
4,mean,1204,0.008333333333333333
4,mean,1205,0.019444444444444445
4,mean,1206,0.019444444444444445
4,mean,1207,0.008333333333333333
4,mean,1208,0.022222222222222223
4,mean,1209,0.016666666666666666
4,mean,1210,0.027777777777777776
4,mean,1211,0.011111111111111112
4,mean,1212,0.019444444444444445
4,mean,1213,0.019444444444444445
4,mean,1214,0.022222222222222223
4,mean,1215,0.013888888888888888
4,mean,1216,0.030555555555555555
4,mean,1217,0.019444444444444445
4,mean,1218,0.03333333333333333
4,mean,1219,0.03333333333333333
4,mean,1220,0.005555555555555556
4,mean,1221,0.019444444444444445
4,mean,1222,0.013888888888888888
4,mean,1223,0.008333333333333333
4,mean,1224,0.022222222222222223
4,mean,1225,0.025
4,mean,1226,0.025
4,mean,1227,0.022222222222222223
4,mean,1228,0.013888888888888888
4,mean,1229,0.022222222222222223
4,mean,1230,0.013888888888888888
4,mean,1231,0.008333333333333333
4,mean,1232,0.013888888888888888
4,mean,1233,0.025
4,mean,1234,0.022222222222222223
4,mean,1235,0.008333333333333333
4,mean,1236,0.016666666666666666
4,mean,1237,0.019444444444444445
4,mean,1238,0.027777777777777776
4,mean,1239,0.022222222222222223
4,mean,1240,0.016666666666666666
4,mean,1241,0.019444444444444445
4,mean,1242,0.022222222222222223
4,mean,1243,0.027777777777777776
4,mean,1244,0.013888888888888888
4,mean,1245,0.008333333333333333
4,mean,1246,0.013888888888888888
4,mean,1247,0.008333333333333333
4,mean,1248,0.016666666666666666
4,mean,1249,0.002777777777777778
4,mean,1250,0.019444444444444445
4,mean,1251,0.025
4,mean,1252,0.013888888888888888
4,mean,1253,0.016666666666666666
4,mean,1254,0.016666666666666666
4,mean,1255,0.011111111111111112
4,mean,1256,0.016666666666666666
4,mean,1257,0.025
4,mean,1258,0.027777777777777776
4,mean,1259,0.027777777777777776
4,mean,1260,0.008333333333333333
4,mean,1261,0.011111111111111112
4,mean,1262,0.008333333333333333
4,mean,1263,0.011111111111111112
